Name,obs_date,rms,comp,Vpeak,Vpeak_err,FWHM,FWHM_err,Speak,Si,Si_err,direct_extract_Speak
NGC 7538 IRS1,20160816,0.050843932,Comp.I,-57.88399002,0.018118561,1.070112424,0.04272806,1.025520732,1.168170033,0.040355435,1.03465243
NGC 7538 IRS1,20160816,0.050843932,Comp.II,-60.04167746,0.01303771,0.802356017,0.030737564,1.23419327,1.054101661,0.03494578,1.266862695
NGC 7538 IRS1,20160818,0.052282569,absorption,-55.64684172,0.234312183,8.038485219,0.419068434,-0.29732259,-2.544100923,0.143534919,
NGC 7538 IRS1,20160818,0.052282569,Comp.I,-57.88499681,0.016176543,1.050281442,0.038133541,1.031093582,1.152752268,0.036221026,1.105759738
NGC 7538 IRS1,20160818,0.052282569,Comp.II,-60.04775893,0.012095412,0.798570091,0.028507582,1.202576415,1.022251915,0.031585449,1.326747962
NGC 7538 IRS1,20160819,0.055251485,absorption,-55.80295275,0.20690036,7.067943239,0.366279896,-0.343721665,-2.586021728,0.147202662,
NGC 7538 IRS1,20160819,0.055251485,Comp.I,-57.89604806,0.016584986,1.05216207,0.039077518,1.02984398,1.153416837,0.037084439,1.037514339
NGC 7538 IRS1,20160819,0.055251485,Comp.II,-60.04793142,0.01141542,0.731247428,0.026893572,1.247420546,0.970978145,0.030916906,1.279802481
NGC 7538 IRS1,20160821,0.059070981,absorption,-55.7178759,0.262198012,8.220848442,0.483057559,-0.304855146,-2.667733126,0.16509946,
NGC 7538 IRS1,20160821,0.059070981,Comp.I,-57.8927041,0.020042698,0.954327602,0.047208575,0.952891997,0.967995581,0.041462565,1.043141673
NGC 7538 IRS1,20160821,0.059070981,Comp.II,-60.05143147,0.014389458,0.777272772,0.033892004,1.197880405,0.991103765,0.037420009,1.29821592
NGC 7538 IRS1,20161001,0.044990225,absorption,-56.08725674,0.188486801,8.284901954,0.336117078,-0.338060799,-2.981359835,0.13180417,
NGC 7538 IRS1,20161001,0.044990225,Comp.I,-57.94719851,0.016420533,1.11452946,0.0387461,0.988128565,1.172295821,0.035246741,0.962789564
NGC 7538 IRS1,20161001,0.044990225,Comp.II,-60.09150033,0.011109119,0.775351025,0.026199843,1.218484572,1.005658688,0.029401723,1.226865078
NGC 7538 IRS1,20161016,0.029101024,absorption,-55.42848279,0.130363924,6.143050678,0.260522326,-0.314935767,-2.05938855,0.086682969,
NGC 7538 IRS1,20161016,0.029101024,Comp.I,-57.89878928,0.011937939,0.949633679,0.028112703,0.843147358,0.852298653,0.021850335,0.839366239
NGC 7538 IRS1,20161016,0.029101024,Comp.II,-60.10725725,0.008422027,0.680483209,0.019832981,1.011701273,0.732827773,0.018496574,1.08654369
NGC 7538 IRS1,20161025,0.046945943,absorption,-55.55667848,0.22455985,8.206637882,0.400790155,-0.327035794,-2.856885071,0.151086266,
NGC 7538 IRS1,20161025,0.046945943,Comp.I,-57.93086264,0.020261384,1.083944078,0.047810025,0.86296826,0.995712387,0.03798276,0.906061078
NGC 7538 IRS1,20161025,0.046945943,Comp.II,-60.08466437,0.014524333,0.819617144,0.034258801,1.047019992,0.913478266,0.033031784,1.12520937
NGC 7538 IRS1,20161026,0.078224435,absorption,-55.76197868,0.369376043,8.014944705,0.649245114,-0.27343505,-2.332850588,0.207748045,
NGC 7538 IRS1,20161026,0.078224435,Comp.I,-57.95543848,0.036222894,1.151513312,0.085514263,0.701401023,0.859740861,0.055199414,0.708990203
NGC 7538 IRS1,20161026,0.078224435,Comp.II,-60.06352125,0.021632208,0.723478366,0.051026408,0.931356195,0.717254971,0.04376402,0.908527502
NGC 7538 IRS1,20161029,0.099061561,absorption,-55.63629608,0.316828002,9.636074054,0.58249194,-0.401311408,-4.116364689,0.261963612,
NGC 7538 IRS1,20161029,0.099061561,Comp.I,-57.92206766,0.03112002,1.087233466,0.07343307,1.000951757,1.158425659,0.067664882,1.163955777
NGC 7538 IRS1,20161029,0.099061561,Comp.II,-60.12091792,0.02135091,0.858439771,0.050363966,1.29649858,1.184715542,0.060128168,1.363170355
NGC 7538 IRS1,20170102,0.030707306,absorption,-55.46675078,0.144171017,6.266861816,0.284930978,-0.31914392,-2.128966874,0.096915659,
NGC 7538 IRS1,20170102,0.030707306,Comp.I,-57.87846227,0.012061521,0.934227086,0.028403724,0.925911077,0.920775901,0.024243576,0.924141773
NGC 7538 IRS1,20170102,0.030707306,Comp.II,-60.07869912,0.009029411,0.691676546,0.021263314,1.064257433,0.78357749,0.020860589,1.08114894
NGC 7538 IRS1,20170111,0.054880741,absorption,-56.25352494,0.227145429,7.412314431,0.382102858,-0.329490469,-2.59973392,0.155339287,
NGC 7538 IRS1,20170111,0.054880741,Comp.I,-57.88566004,0.0212318,1.129518263,0.050201849,0.863621083,1.038361802,0.039859497,0.928446545
NGC 7538 IRS1,20170111,0.054880741,Comp.II,-60.03935199,0.015963818,0.849985615,0.037712299,0.996714721,0.901809195,0.03458328,1.055120049
NGC 7538 IRS1,20170112,0.118693171,absorption,-56.93288645,0.364559119,7.404785725,0.669349534,-0.368473434,-2.904362948,0.286936376,
NGC 7538 IRS1,20170112,0.118693171,Comp.I,-57.95534418,0.031434785,1.02535935,0.074176159,1.105169962,1.206250145,0.075468154,1.107177093
NGC 7538 IRS1,20170112,0.118693171,Comp.II,-60.081006,0.027307408,0.858578323,0.064420071,1.164243153,1.064034776,0.069060831,1.207554337
NGC 7538 IRS1,20170216,0.078746955,absorption,-55.08066397,0.199543202,5.541951932,0.44837986,-0.377024697,-2.224153539,0.162887693,
NGC 7538 IRS1,20170216,0.078746955,Comp.I,-57.85356271,0.018568826,0.881562904,0.04372784,1.059352914,0.994091093,0.042702263,1.081126333
NGC 7538 IRS1,20170216,0.078746955,Comp.II,-60.02390002,0.01324667,0.729821592,0.031194584,1.351190094,1.049700419,0.038854439,1.31460515
NGC 7538 IRS1,20170220,0.049006464,absorption,-55.63128441,0.202945771,7.062291636,0.372776829,-0.319034012,-2.398362598,0.134320502,
NGC 7538 IRS1,20170220,0.049006464,Comp.I,-57.89715065,0.016724804,0.953277882,0.039409532,0.883204362,0.896216493,0.032072846,0.889605638
NGC 7538 IRS1,20170220,0.049006464,Comp.II,-59.97850117,0.013930415,0.788787384,0.032822486,0.964600271,0.809915192,0.029175394,1.022324866
NGC 7538 IRS1,20170305,0.069369117,absorption,-55.60786719,0.326575816,7.799543081,0.56655389,-0.318782362,-2.646644778,0.214154382,
NGC 7538 IRS1,20170305,0.069369117,Comp.I,-57.85599202,0.031396372,1.180600128,0.074177863,0.817886162,1.027845636,0.055805705,0.834069122
NGC 7538 IRS1,20170305,0.069369117,Comp.II,-59.99069545,0.021432858,0.748429237,0.050581918,0.954451782,0.760390965,0.044446417,1.028008298
NGC 7538 IRS1,20170318,0.048777066,absorption,-56.01360377,0.228642771,6.982459517,0.377856704,-0.314020478,-2.333987935,0.148924632,
NGC 7538 IRS1,20170318,0.048777066,Comp.I,-57.77904041,0.02124989,1.150039462,0.050194996,0.803533914,0.983669406,0.037105158,0.851532832
NGC 7538 IRS1,20170318,0.048777066,Comp.II,-59.9566407,0.014651027,0.815992044,0.034580716,0.981990529,0.852953653,0.031260096,1.054189522
NGC 7538 IRS1,20170423,0.039131603,absorption,-55.90305895,0.187200665,7.821582297,0.329191167,-0.335837021,-2.796117378,0.129856945,
NGC 7538 IRS1,20170423,0.039131603,Comp.I,-57.82752571,0.017275883,1.077852918,0.040728565,0.898259798,1.030608393,0.033699968,0.977330567
NGC 7538 IRS1,20170423,0.039131603,Comp.II,-59.99560237,0.012601643,0.780050773,0.029701691,1.047666747,0.869917848,0.028669784,1.091692374
NGC 7538 IRS1,20170424,0.052783153,absorption,-55.17002467,0.238285885,6.397736623,0.478661869,-0.287742626,-1.959578971,0.145209035,
NGC 7538 IRS1,20170424,0.052783153,Comp.I,-57.81326091,0.02212245,1.007402229,0.05212097,0.707867224,0.759078903,0.034000027,0.684637257
NGC 7538 IRS1,20170424,0.052783153,Comp.II,-59.99365171,0.016274581,0.79557135,0.038340536,0.855075397,0.724128693,0.030214293,0.925998335
NGC 7538 IRS1,20170530,0.056390649,absorption,-54.93529464,0.172480029,4.010543755,0.445381663,-0.233172768,-0.995435895,0.090527278,
NGC 7538 IRS1,20170530,0.056390649,Comp.I,-57.82494828,0.022748371,0.89480188,0.053570502,0.656314487,0.625131076,0.032410738,0.702444784
NGC 7538 IRS1,20170530,0.056390649,Comp.II,-60.06875191,0.017670943,0.781161874,0.041613496,0.789438998,0.656435146,0.030283102,0.818726536
NGC 7538 IRS1,20170603,0.041743759,absorption,-55.60749358,0.160786384,6.246081234,0.298435009,-0.396786781,-2.63813511,0.133484092,
NGC 7538 IRS1,20170603,0.041743759,Comp.I,-57.84587374,0.015463158,1.027766744,0.036419625,0.978170715,1.070142045,0.032836704,1.042495317
NGC 7538 IRS1,20170603,0.041743759,Comp.II,-60.03969468,0.009947244,0.700571803,0.023427405,1.25547502,0.936252391,0.02711114,1.362259785
NGC 7538 IRS1,20170614,0.054256579,absorption,-55.42659692,0.237536907,7.036015812,0.433677547,-0.316934737,-2.373716554,0.15635838,
NGC 7538 IRS1,20170614,0.054256579,Comp.I,-57.85786115,0.020621418,1.091593519,0.048598127,0.861241596,1.00073285,0.038563347,0.888026947
NGC 7538 IRS1,20170614,0.054256579,Comp.II,-60.02436352,0.013570724,0.726487524,0.031975508,1.067720384,0.825691672,0.0314612,1.128031877
NGC 7538 IRS1,20170918,0.047746071,absorption,-55.26818952,0.345176137,8.770013627,0.646029892,-0.183528374,-1.713308998,0.130760882,
NGC 7538 IRS1,20170918,0.047746071,Comp.I,-57.90042576,0.016286092,1.041923881,0.038362201,0.952828867,1.056776407,0.033689563,1.06989688
NGC 7538 IRS1,20170918,0.047746071,Comp.II,-60.08145446,0.010698004,0.711437563,0.025197775,1.198673715,0.907757788,0.027839167,1.251097255
NGC 7538 IRS1,20171003,0.075909025,absorption,-54.39394112,0.488930621,7.534141665,1.076463525,-0.179670247,-1.440927588,0.188375447,
NGC 7538 IRS1,20171003,0.075909025,Comp.I,-57.88954535,0.023204168,0.956606975,0.054647454,0.932755708,0.949803288,0.046986002,1.030908638
NGC 7538 IRS1,20171003,0.075909025,Comp.II,-60.05126518,0.016981313,0.715035913,0.039991599,1.101967047,0.838742544,0.040622796,1.093578709
NGC 7538 IRS1,20171005,0.11197503,absorption,-56.5585809,0.996447232,9.618066348,2.058085675,-0.129103925,-1.321780761,0.274624015,
NGC 7538 IRS1,20171005,0.11197503,Comp.I,-57.80843817,0.040009037,1.006198608,0.094233306,0.843650416,0.903604629,0.073276409,0.859010397
NGC 7538 IRS1,20171005,0.11197503,Comp.II,-60.06723534,0.027085271,0.789749692,0.063792293,1.104122756,0.928194597,0.064920264,1.129666648
NGC 7538 IRS1,20171215,0.083577244,absorption,-54.98299199,0.176792056,3.819958696,0.459087024,-0.304131011,-1.236663613,0.121244006,
NGC 7538 IRS1,20171215,0.083577244,Comp.I,-57.82186752,0.031240758,0.895183983,0.073568067,0.664345458,0.633050686,0.045055202,0.66951061
NGC 7538 IRS1,20171215,0.083577244,Comp.II,-60.05112505,0.018620876,0.72334601,0.043849762,1.002032268,0.771542773,0.040502923,1.072299333
NGC 7538 IRS1,20180112,0.03221933,absorption,-56.10456144,0.160527612,8.049095715,0.280340875,-0.268264325,-2.298487911,0.089026388,
NGC 7538 IRS1,20180112,0.03221933,Comp.I,-57.88907478,0.013965941,1.11568469,0.033012202,0.772756843,0.917733411,0.023458023,0.764880955
NGC 7538 IRS1,20180112,0.03221933,Comp.II,-60.01143993,0.009741144,0.82537549,0.023005896,0.953245305,0.837507014,0.020180208,1.015554882
NGC 7538 IRS1,20180113,0.030437287,absorption,-55.762346,0.129088064,7.521614041,0.231816454,-0.309159094,-2.475285402,0.082501869,
NGC 7538 IRS1,20180113,0.030437287,Comp.I,-57.88054378,0.013975676,1.029114532,0.032922946,0.693853549,0.760087753,0.021053165,0.709944177
NGC 7538 IRS1,20180113,0.030437287,Comp.II,-60.05036998,0.008876797,0.738329345,0.020909822,0.925337648,0.727248061,0.017832883,0.93464395
NGC 7538 IRS1,20180114,0.03442015,absorption,-55.94281121,0.169141125,7.750242165,0.291928611,-0.283111072,-2.335631569,0.098716637,
NGC 7538 IRS1,20180114,0.03442015,Comp.I,-57.90682729,0.013767004,1.084099806,0.03249639,0.829855108,0.957643242,0.024820856,0.850452312
NGC 7538 IRS1,20180114,0.03442015,Comp.II,-60.07481179,0.009926566,0.849622694,0.023421452,1.019072767,0.921644659,0.021975463,1.055987814
NGC 7538 IRS1,20180127,0.070546955,absorption,-55.03027053,0.456719343,9.703591614,0.913810168,-0.177862491,-1.837168929,0.169166827,
NGC 7538 IRS1,20180127,0.070546955,Comp.I,-57.85432142,0.025073577,0.755213905,0.059044551,0.708764451,0.569775951,0.038575997,0.774373552
NGC 7538 IRS1,20180127,0.070546955,Comp.II,-60.01681401,0.02235298,0.764141443,0.052637949,0.799627841,0.650419976,0.038801244,0.775102826
NGC 7538 IRS1,20180202,0.052881372,absorption,-55.64979948,0.208758894,8.174788518,0.376209716,-0.362800882,-3.157018088,0.156024862,
NGC 7538 IRS1,20180202,0.052881372,Comp.I,-57.8823511,0.01671517,1.050560263,0.039395657,1.106664261,1.237567982,0.040167535,1.120130412
NGC 7538 IRS1,20180202,0.052881372,Comp.II,-60.02128726,0.010807413,0.757669454,0.025467222,1.453722936,1.172448112,0.034113641,1.534426981
NGC 7538 IRS1,20180203,0.057008681,absorption,-55.22462923,0.159867466,5.073744711,0.350301619,-0.386262104,-2.086137469,0.132834298,
NGC 7538 IRS1,20180203,0.057008681,Comp.I,-57.81080673,0.018399307,0.918537684,0.043327627,0.92142088,0.900922094,0.036802898,0.906746885
NGC 7538 IRS1,20180203,0.057008681,Comp.II,-60.04249955,0.011542768,0.628141413,0.027181475,1.214614111,0.812134499,0.030434512,1.257909182
NGC 7538 IRS1,20180718,0.060815101,absorption,-56.16020074,0.196012551,7.894124372,0.332657239,-0.448036516,-3.764866544,0.181584291,
NGC 7538 IRS1,20180718,0.060815101,Comp.I,-57.90925282,0.017568237,1.154392548,0.041643503,1.228114996,1.50912342,0.046942745,1.257322513
NGC 7538 IRS1,20180718,0.060815101,Comp.II,-60.07013586,0.013300024,0.894504931,0.031482263,1.428853317,1.360512688,0.041335757,1.598615854
NGC 7538 IRS1,20180723,0.049147781,absorption,-55.52437445,0.191646618,8.197081501,0.3546814,-0.349235308,-3.047260681,0.138316441,
NGC 7538 IRS1,20180723,0.049147781,Comp.I,-57.85689977,0.015409091,0.999180489,0.03629252,1.055464999,1.122586955,0.035307631,1.142560851
NGC 7538 IRS1,20180723,0.049147781,Comp.II,-60.04833618,0.010458543,0.734508552,0.02463191,1.333336009,1.042482264,0.030272722,1.441457393
NGC 7538 IRS1,20191030,0.049831065,absorption,-55.13352146,0.17472056,6.539402465,0.361649803,-0.398913172,-2.776825911,0.147868028,
NGC 7538 IRS1,20191030,0.049831065,Comp.I,-57.90982281,0.015644678,0.946498854,0.036843924,1.075993391,1.084081434,0.036543301,1.191779262
NGC 7538 IRS1,20191030,0.049831065,Comp.II,-60.05232111,0.01031252,0.702833447,0.024286127,1.406656472,1.052380227,0.031490454,1.436712002
NGC 7538 IRS1,20191111,0.056995619,absorption,-55.09033879,0.258203979,6.814812422,0.506719379,-0.306021529,-2.219923956,0.166319242,
NGC 7538 IRS1,20191111,0.056995619,Comp.I,-57.91437057,0.020489937,1.130725832,0.04831478,0.898183581,1.081072041,0.03996899,0.921898929
NGC 7538 IRS1,20191111,0.056995619,Comp.II,-60.08093128,0.011483254,0.733566444,0.027066923,1.291118894,1.008179596,0.032196501,1.410737682
NGC 7538 IRS1,20200107,0.036360379,absorption,-55.63697124,0.15172592,8.388550893,0.268735105,-0.367663053,-3.282986848,0.114633202,
NGC 7538 IRS1,20200107,0.036360379,Comp.I,-57.88758418,0.014315834,1.106866723,0.033811406,0.949719274,1.118981208,0.02954396,0.971224383
NGC 7538 IRS1,20200107,0.036360379,Comp.II,-60.01728425,0.009576173,0.812775636,0.022602062,1.216969119,1.052888651,0.025320425,1.322105482
NGC 7538 IRS1,20200308,0.051632069,absorption,-55.84461111,0.17464618,8.42665069,0.315051299,-0.364230753,-3.26711042,0.13119933,
NGC 7538 IRS1,20200308,0.051632069,Comp.I,-57.82960335,0.015969489,1.020956473,0.037652243,0.973055315,1.057491697,0.033746564,1.034640662
NGC 7538 IRS1,20200308,0.051632069,Comp.II,-59.95298612,0.011266008,0.810335726,0.02655751,1.228909322,1.060027263,0.030065905,1.32245949
NGC 7538 IRS1,20200309,0.040049143,absorption,-55.57822052,0.136646907,7.78722791,0.244074605,-0.376089918,-3.117502331,0.105857797,
NGC 7538 IRS1,20200309,0.040049143,Comp.I,-57.85885194,0.012222896,1.035232869,0.028830126,0.989572628,1.090480582,0.026271457,1.002992725
NGC 7538 IRS1,20200309,0.040049143,Comp.II,-59.96264345,0.008449761,0.80376308,0.019924792,1.261479529,1.07929576,0.023150378,1.33074389
NGC 7538 IRS1,20200701,0.045040031,absorption,-56.10085716,0.164987231,6.908940158,0.26774383,-0.454473791,-3.3423543,0.155224957,
NGC 7538 IRS1,20200701,0.045040031,Comp.I,-57.91758076,0.017233156,1.203817874,0.040870397,1.034293488,1.325368937,0.038786487,1.11628652
NGC 7538 IRS1,20200701,0.045040031,Comp.II,-60.03384823,0.010165148,0.806684358,0.024051744,1.436814897,1.233776994,0.031769502,1.523225016
NGC 7538 IRS1,20200708,0.050122642,absorption,-55.44723353,0.17559743,7.614036575,0.311745943,-0.397545108,-3.222059695,0.143900545,
NGC 7538 IRS1,20200708,0.050122642,Comp.I,-57.91853103,0.017506494,1.149721489,0.041377225,0.946962003,1.158930552,0.036032724,0.963825098
NGC 7538 IRS1,20200708,0.050122642,Comp.II,-60.02529642,0.010283647,0.769268176,0.024278894,1.319350519,1.08036416,0.029482815,1.384218336
NGC 7538 IRS1,20200822,0.063970967,absorption,-54.96355465,0.256342936,6.015826101,0.566527014,-0.339749223,-2.175634593,0.188003929,
NGC 7538 IRS1,20200822,0.063970967,Comp.I,-57.9439038,0.027539115,1.009823435,0.06486967,0.798262673,0.8580715,0.047725173,0.853451785
NGC 7538 IRS1,20200822,0.063970967,Comp.II,-60.08117137,0.015010125,0.713229128,0.035354944,1.230803073,0.934436628,0.040108053,1.241577457
NGC 7538 IRS1,20200830,0.046413339,absorption,-55.42888531,0.1531643,7.261619,0.284771645,-0.453154091,-3.502769614,0.14420952,
NGC 7538 IRS1,20200830,0.046413339,Comp.I,-57.91633014,0.012917336,1.011817836,0.030448654,1.226569787,1.32107296,0.034405902,1.285194709
NGC 7538 IRS1,20200830,0.046413339,Comp.II,-60.03752942,0.008962107,0.798160042,0.021122179,1.570337241,1.334182139,0.030559645,1.554933887
NGC 7538 IRS1,20210611,0.076014587,absorption,-55.39077678,0.249825602,8.469473154,0.468784306,-0.358090801,-3.22835861,0.184888195,
NGC 7538 IRS1,20210611,0.076014587,Comp.I,-57.8869366,0.023402979,0.980090933,0.055119571,0.921697869,0.96158386,0.046827293,0.981458272
NGC 7538 IRS1,20210611,0.076014587,Comp.II,-60.05196434,0.010954928,0.728566264,0.025800755,1.697610992,1.316556331,0.040373221,1.765136952
